category,current_price,stock_remaining,weekly_sales,day,month,weekend,recommended_price
Vegetables,55.6,307,101,Wednesday,July,0,62.27
Dairy,153.01,199,100,Monday,December,0,171.37
Vegetables,453.55,125,74,Friday,March,0,476.23
Frozen,93.06,138,39,Wednesday,August,0,93.06
Beverages,41.0,223,36,Thursday,May,0,41.0
Fruits,393.51,185,33,Tuesday,December,0,393.51
Fruits,300.97,101,59,Monday,March,0,316.02
Personal Care,13.32,203,43,Sunday,October,1,13.32
Frozen,404.0,169,57,Wednesday,July,0,424.2
Beverages,157.21,309,89,Tuesday,August,0,165.07
Household,97.04,204,41,Wednesday,December,0,97.04
Fruits,484.2,401,32,Wednesday,July,0,435.78
Personal Care,410.08,202,47,Monday,October,0,410.08
Snacks,300.19,280,24,Saturday,September,1,270.17
Dairy,476.97,237,91,Tuesday,August,0,500.82
Personal Care,417.33,36,105,Sunday,July,1,467.41
Fruits,78.2,156,31,Wednesday,November,0,78.2
Beverages,360.47,405,49,Monday,August,0,360.47
Fruits,295.3,274,65,Sunday,December,1,310.06
Frozen,276.39,405,47,Saturday,September,1,276.39
Bakery,63.59,128,85,Saturday,June,1,71.22
Beverages,327.03,23,73,Saturday,November,1,366.27
Frozen,483.74,170,102,Thursday,February,0,541.79
Dairy,58.32,114,66,Saturday,September,1,61.24
Vegetables,294.45,295,29,Thursday,June,0,265.0
Frozen,236.9,348,76,Saturday,September,1,248.75
Beverages,179.03,13,62,Monday,May,0,187.98
Frozen,461.07,44,15,Sunday,December,1,461.07
Beverages,180.68,176,59,Sunday,April,1,189.71
Vegetables,246.63,244,13,Thursday,December,0,221.97
Fruits,166.27,154,6,Sunday,December,1,149.64
Bakery,21.07,176,83,Monday,November,0,22.12
Beverages,465.66,380,32,Friday,March,0,419.09
Vegetables,88.47,287,55,Thursday,April,0,88.47
Frozen,318.58,96,82,Saturday,July,1,356.81
Frozen,24.3,315,114,Tuesday,August,0,27.22
Frozen,200.53,361,28,Tuesday,May,0,180.48
Bakery,292.9,410,112,Friday,March,0,328.05
Household,169.73,235,15,Wednesday,November,0,152.76
Fruits,268.58,328,41,Friday,July,0,268.58
Frozen,297.63,179,46,Sunday,August,1,297.63
Beverages,408.73,362,103,Wednesday,October,0,457.78
Bakery,339.33,161,16,Tuesday,May,0,305.4
Bakery,99.69,356,19,Friday,July,0,89.72
Frozen,302.25,295,50,Thursday,March,0,302.25
Fruits,321.4,356,118,Saturday,March,1,359.97
Vegetables,91.76,148,18,Tuesday,June,0,82.58
Fruits,313.51,444,46,Monday,August,0,313.51
Beverages,105.61,197,72,Friday,November,0,110.89
Fruits,210.48,252,54,Saturday,August,1,221.0
Fruits,91.95,290,4,Sunday,April,1,82.76
Personal Care,26.02,116,69,Wednesday,March,0,27.32
Fruits,287.17,396,99,Thursday,September,0,301.53
Vegetables,65.47,59,35,Sunday,September,1,65.47
Household,275.6,388,6,Sunday,December,1,248.04
Fruits,277.71,218,14,Saturday,November,1,249.94
Snacks,155.88,17,58,Wednesday,June,0,163.67
Bakery,225.14,61,100,Sunday,April,1,252.16
Snacks,407.24,302,89,Wednesday,December,0,427.6
Frozen,91.33,72,101,Tuesday,April,0,102.29
Dairy,289.34,273,36,Friday,September,0,289.34
Beverages,168.59,361,38,Wednesday,October,0,168.59
Personal Care,476.67,264,116,Saturday,February,1,533.87
Beverages,481.76,403,53,Monday,May,0,481.76
Beverages,353.7,68,32,Tuesday,December,0,353.7
Household,415.96,390,108,Saturday,July,1,465.88
Fruits,79.66,324,35,Saturday,July,1,79.66
Frozen,231.48,325,102,Sunday,February,1,259.26
Frozen,262.65,143,89,Wednesday,August,0,294.17
Fruits,170.37,2,112,Sunday,December,1,190.81
Bakery,368.16,235,82,Saturday,December,1,386.57
Household,426.55,408,69,Thursday,April,0,426.55
Frozen,414.18,254,35,Wednesday,May,0,414.18
Household,278.18,67,73,Sunday,August,1,292.09
Household,448.14,391,7,Monday,February,0,403.33
Fruits,17.98,476,110,Tuesday,August,0,18.88
Fruits,10.33,491,55,Tuesday,December,0,10.33
Beverages,442.25,155,21,Sunday,May,1,442.25
Bakery,330.75,129,11,Wednesday,November,0,297.68
Beverages,35.38,321,40,Saturday,December,1,35.38
Snacks,220.32,47,91,Monday,January,0,246.76
Snacks,243.64,68,76,Tuesday,September,0,255.82
Fruits,14.55,357,44,Sunday,February,1,14.55
Frozen,350.08,245,10,Tuesday,July,0,315.07
Bakery,368.07,53,14,Wednesday,June,0,368.07
Personal Care,77.19,397,105,Sunday,March,1,86.45
Beverages,43.52,289,2,Friday,November,0,39.17
Beverages,225.65,370,28,Saturday,December,1,203.09
Beverages,460.75,316,88,Thursday,April,0,483.79
Bakery,449.33,72,97,Monday,October,0,503.25
Frozen,182.25,220,41,Sunday,March,1,182.25
Snacks,145.71,44,32,Friday,October,0,145.71
Personal Care,391.7,354,4,Sunday,November,1,352.53
Personal Care,110.67,311,66,Tuesday,December,0,116.2
Frozen,154.82,28,101,Sunday,April,1,173.4
Fruits,199.08,124,64,Saturday,October,1,209.03
Bakery,268.86,7,47,Wednesday,March,0,282.3
Frozen,431.8,292,54,Wednesday,September,0,431.8
Beverages,383.74,489,99,Monday,January,0,402.93
Bakery,16.76,111,6,Monday,July,0,15.08
Vegetables,150.38,365,65,Sunday,July,1,157.9
Frozen,353.89,43,82,Friday,September,0,396.36
Beverages,145.96,159,11,Friday,April,0,131.36
Beverages,272.83,201,76,Saturday,November,1,286.47
Bakery,161.98,224,94,Sunday,April,1,181.42
Dairy,129.8,474,56,Monday,August,0,129.8
Dairy,161.55,380,85,Saturday,March,1,169.63
Bakery,16.21,71,90,Monday,March,0,18.16
Fruits,476.98,268,67,Sunday,December,1,500.83
Personal Care,91.81,65,96,Sunday,May,1,102.83
Bakery,388.0,16,43,Sunday,July,1,407.4
Personal Care,266.69,135,92,Friday,November,0,298.69
Bakery,253.11,262,47,Monday,August,0,253.11
Beverages,190.17,131,99,Monday,October,0,212.99
Bakery,121.92,261,1,Monday,January,0,109.73
Snacks,32.53,187,50,Tuesday,March,0,32.53
Dairy,280.9,468,92,Saturday,November,1,294.94
Frozen,120.01,128,54,Saturday,June,1,126.01
Personal Care,414.74,293,48,Monday,September,0,414.74
Dairy,97.88,412,67,Monday,July,0,97.88
Bakery,439.73,444,37,Sunday,May,1,395.76
Household,52.33,234,2,Wednesday,April,0,47.1
Personal Care,286.27,156,95,Friday,April,0,320.62
Fruits,190.45,498,64,Sunday,April,1,190.45
Vegetables,382.64,126,20,Monday,July,0,382.64
Dairy,124.17,178,82,Sunday,December,1,130.38
Dairy,475.99,1,98,Saturday,July,1,533.11
Personal Care,60.94,272,31,Thursday,August,0,60.94
Dairy,486.55,73,92,Wednesday,February,0,544.94
Dairy,461.42,460,109,Friday,July,0,484.49
Household,234.64,383,11,Friday,February,0,211.18
Vegetables,75.42,420,51,Monday,October,0,75.42
Dairy,223.14,494,17,Tuesday,May,0,200.83
Personal Care,426.95,475,103,Thursday,December,0,448.3
Household,165.85,140,30,Monday,April,0,165.85
Beverages,392.17,300,14,Tuesday,February,0,352.95
Beverages,230.29,161,53,Monday,September,0,241.8
Household,482.67,107,58,Wednesday,August,0,506.8
Personal Care,427.72,47,21,Sunday,November,1,427.72
Personal Care,414.93,357,78,Monday,April,0,435.68
Household,82.68,365,32,Wednesday,July,0,74.41
Vegetables,33.99,154,34,Sunday,March,1,33.99
Dairy,476.53,438,58,Friday,December,0,476.53
Vegetables,132.43,237,14,Sunday,March,1,119.19
Bakery,15.86,426,100,Tuesday,March,0,16.65
Snacks,413.6,191,88,Saturday,November,1,463.23
Bakery,295.34,133,118,Sunday,February,1,330.78
Dairy,498.61,102,116,Saturday,August,1,558.44
Beverages,55.07,434,107,Sunday,June,1,61.68
Bakery,30.92,237,7,Tuesday,October,0,27.83
Frozen,412.63,203,64,Monday,July,0,433.26
Frozen,94.68,110,117,Tuesday,May,0,106.04
Personal Care,228.55,77,5,Friday,October,0,205.7
Snacks,327.17,256,53,Friday,August,0,327.17
Dairy,52.98,197,18,Thursday,April,0,47.68
Vegetables,132.08,411,70,Sunday,January,1,138.68
Frozen,393.14,184,62,Friday,August,0,412.8
Household,457.21,258,42,Thursday,May,0,457.21
Beverages,22.77,306,29,Monday,May,0,20.49
Dairy,406.24,242,68,Wednesday,October,0,426.55
Snacks,487.25,52,32,Saturday,April,1,487.25
Personal Care,271.51,406,118,Saturday,January,1,304.09
Snacks,292.09,409,50,Wednesday,March,0,292.09
Beverages,125.91,163,104,Saturday,December,1,141.02
Household,457.85,15,91,Saturday,June,1,512.79
Beverages,285.92,97,108,Sunday,August,1,320.23
Vegetables,161.44,252,5,Monday,January,0,145.3
Snacks,304.81,11,68,Thursday,January,0,320.05
Household,459.77,104,104,Tuesday,June,0,514.94
Beverages,460.2,433,112,Wednesday,January,0,515.42
Dairy,82.38,361,118,Tuesday,February,0,92.27
Vegetables,431.73,492,10,Wednesday,December,0,388.56
Frozen,297.15,173,39,Wednesday,March,0,297.15
Beverages,368.85,224,102,Saturday,August,1,413.11
Household,95.36,496,72,Saturday,October,1,95.36
Household,119.39,302,105,Tuesday,July,0,133.72
Personal Care,369.66,151,17,Tuesday,December,0,332.69
Dairy,474.91,486,74,Thursday,October,0,474.91
Dairy,99.22,163,118,Sunday,October,1,111.13
Snacks,323.43,54,120,Thursday,March,0,362.24
Household,375.22,122,45,Wednesday,March,0,375.22
Bakery,412.61,344,82,Saturday,June,1,433.24
Fruits,15.58,108,32,Saturday,February,1,15.58
Household,135.76,56,93,Monday,January,0,152.05
Frozen,224.73,215,22,Thursday,August,0,202.26
Frozen,182.1,193,13,Sunday,August,1,163.89
Snacks,89.7,38,103,Sunday,January,1,100.46
Personal Care,19.84,134,14,Monday,June,0,17.86
Beverages,445.09,83,94,Monday,September,0,498.5
Bakery,175.6,315,115,Thursday,December,0,196.67
Dairy,221.35,335,22,Friday,July,0,199.22
Beverages,36.24,170,27,Tuesday,July,0,36.24
Vegetables,363.8,374,70,Wednesday,November,0,381.99
Personal Care,155.73,50,7,Thursday,October,0,140.16
Vegetables,421.53,79,7,Wednesday,January,0,379.38
Frozen,52.94,422,85,Saturday,October,1,55.59
Fruits,107.84,14,27,Tuesday,November,0,107.84
Personal Care,488.76,243,109,Monday,May,0,547.41
Frozen,240.76,459,85,Wednesday,February,0,252.8
Vegetables,199.89,190,114,Thursday,June,0,223.88
Beverages,228.43,135,57,Thursday,May,0,239.85
Snacks,420.17,289,8,Tuesday,December,0,378.15
Bakery,52.0,177,104,Friday,July,0,58.24
Snacks,281.26,431,50,Sunday,September,1,281.26
Frozen,483.16,352,111,Thursday,October,0,541.14
Snacks,243.37,41,51,Sunday,December,1,255.54
Dairy,256.03,462,67,Sunday,October,1,256.03
Beverages,68.94,388,58,Tuesday,March,0,68.94
Snacks,406.15,65,6,Thursday,February,0,365.53
Frozen,108.94,422,81,Tuesday,October,0,114.39
Personal Care,166.68,373,118,Sunday,February,1,186.68
Bakery,200.17,204,71,Wednesday,May,0,210.18
Vegetables,234.5,448,2,Sunday,December,1,211.05
Vegetables,393.03,58,54,Tuesday,March,0,412.68
Bakery,463.21,289,100,Monday,May,0,518.8
Vegetables,441.27,450,53,Wednesday,July,0,441.27
Fruits,290.29,243,5,Tuesday,May,0,261.26
Frozen,80.49,312,88,Saturday,July,1,84.51
Dairy,203.94,451,43,Saturday,April,1,203.94
Dairy,375.42,472,35,Wednesday,January,0,337.88
Household,410.52,156,40,Wednesday,August,0,410.52
Bakery,486.52,117,18,Wednesday,December,0,437.87
Fruits,389.28,165,35,Saturday,July,1,389.28
Bakery,102.09,109,117,Sunday,July,1,114.34
Fruits,382.15,445,48,Sunday,January,1,382.15
Vegetables,397.83,34,40,Saturday,September,1,417.72
Frozen,76.47,436,68,Friday,January,0,76.47
Beverages,104.45,427,26,Sunday,January,1,94.01
Snacks,26.2,26,118,Wednesday,December,0,29.34
Snacks,144.25,422,60,Friday,July,0,144.25
Bakery,343.78,124,48,Thursday,October,0,343.78
Fruits,97.02,446,61,Friday,September,0,97.02
Household,178.68,429,115,Wednesday,December,0,200.12
Bakery,149.68,198,7,Tuesday,October,0,134.71
Snacks,429.98,332,29,Saturday,April,1,386.98
Personal Care,329.28,263,3,Sunday,November,1,296.35
Dairy,242.31,68,83,Tuesday,October,0,271.39
Dairy,119.65,312,104,Wednesday,December,0,134.01
Personal Care,217.67,193,110,Wednesday,August,0,243.79
Personal Care,116.92,155,87,Friday,October,0,130.95
Frozen,296.4,4,66,Saturday,June,1,311.22
Vegetables,327.2,312,37,Wednesday,November,0,327.2
Bakery,246.05,173,36,Saturday,June,1,246.05
Personal Care,137.96,365,115,Saturday,May,1,154.52
Snacks,83.47,392,31,Monday,October,0,75.12
Frozen,333.66,349,18,Saturday,January,1,300.29
Fruits,498.76,133,117,Thursday,July,0,558.61
Frozen,371.0,299,91,Friday,April,0,389.55
Household,366.01,114,88,Friday,November,0,409.93
Fruits,454.2,344,46,Friday,May,0,454.2
Beverages,421.91,449,72,Tuesday,May,0,421.91
Bakery,240.68,380,34,Saturday,September,1,240.68
Beverages,473.99,461,43,Saturday,February,1,473.99
Snacks,184.09,382,112,Wednesday,July,0,206.18
Household,192.12,300,38,Thursday,February,0,192.12
Fruits,36.3,325,75,Friday,October,0,38.12
Bakery,241.39,100,65,Monday,November,0,253.46
Frozen,269.62,212,7,Sunday,March,1,242.66
Beverages,496.25,176,53,Friday,August,0,496.25
Beverages,165.03,367,24,Sunday,February,1,148.53
Fruits,172.99,91,41,Saturday,January,1,172.99
Dairy,231.51,108,98,Sunday,March,1,259.29
Beverages,249.89,391,100,Monday,March,0,262.38
Frozen,320.41,207,55,Thursday,July,0,320.41
Dairy,28.49,103,94,Wednesday,January,0,31.91
Household,380.86,272,25,Monday,November,0,342.77
Dairy,317.08,128,29,Saturday,June,1,317.08
Personal Care,73.18,197,65,Friday,May,0,76.84
Beverages,41.99,24,39,Wednesday,August,0,41.99
Vegetables,302.22,173,56,Saturday,March,1,317.33
Household,498.11,251,46,Sunday,April,1,498.11
Beverages,474.56,471,104,Thursday,January,0,498.29
Snacks,119.92,68,28,Saturday,January,1,119.92
Vegetables,92.8,188,92,Saturday,January,1,103.94
Frozen,439.51,131,99,Friday,October,0,492.25
Dairy,301.02,25,85,Monday,November,0,337.14
Dairy,33.64,60,54,Thursday,July,0,35.32
Bakery,278.17,243,90,Tuesday,April,0,292.08
Dairy,157.55,339,13,Saturday,September,1,141.8
Personal Care,315.17,359,18,Thursday,February,0,283.65
Vegetables,362.2,61,37,Monday,February,0,362.2
Fruits,107.34,103,100,Wednesday,September,0,120.22
Snacks,185.38,210,38,Tuesday,January,0,185.38
Vegetables,253.21,107,89,Thursday,June,0,283.6
Snacks,11.34,344,12,Monday,October,0,10.21
Fruits,83.08,47,100,Friday,February,0,93.05
Bakery,453.34,330,30,Thursday,May,0,408.01
Personal Care,237.5,52,105,Tuesday,January,0,266.0
Personal Care,186.51,347,41,Thursday,December,0,186.51
Bakery,56.55,389,114,Monday,January,0,63.34
Beverages,335.04,88,43,Wednesday,August,0,335.04
Personal Care,440.45,48,48,Sunday,June,1,462.47
Beverages,65.78,205,59,Wednesday,July,0,69.07
Fruits,401.95,333,114,Sunday,March,1,450.18
Bakery,74.93,372,8,Sunday,March,1,67.44
Bakery,213.85,303,62,Sunday,October,1,224.54
Fruits,98.82,195,100,Wednesday,October,0,110.68
Dairy,432.66,451,108,Saturday,March,1,484.58
Fruits,461.0,58,114,Thursday,August,0,516.32
Dairy,41.03,336,41,Monday,December,0,41.03
Vegetables,386.09,296,93,Friday,April,0,405.39
Household,264.36,353,90,Friday,February,0,277.58
Frozen,334.24,128,62,Wednesday,November,0,350.95
Frozen,82.84,424,72,Friday,January,0,86.98
Dairy,325.27,81,65,Sunday,August,1,341.53
Fruits,436.01,39,97,Thursday,June,0,488.33
Snacks,172.14,143,7,Friday,April,0,154.93
Vegetables,325.23,207,105,Tuesday,February,0,364.26
Fruits,227.65,294,58,Monday,August,0,227.65
Fruits,164.87,255,96,Saturday,January,1,184.65
Bakery,207.69,19,72,Friday,January,0,218.07
Bakery,397.97,494,80,Saturday,May,1,417.87
Vegetables,285.54,336,86,Thursday,June,0,299.82
Household,414.4,419,29,Sunday,August,1,372.96
Household,284.47,318,77,Thursday,December,0,298.69
Household,360.8,59,13,Sunday,November,1,360.8
Snacks,11.08,182,107,Saturday,May,1,12.41
Vegetables,265.77,360,14,Monday,March,0,239.19
Fruits,78.82,368,96,Saturday,July,1,82.76
Bakery,134.6,101,25,Monday,July,0,134.6
Snacks,233.95,401,25,Saturday,June,1,210.56
Bakery,381.0,24,119,Saturday,November,1,426.72
Bakery,388.35,231,59,Saturday,October,1,407.77
Vegetables,75.97,256,1,Friday,December,0,68.37
Dairy,281.08,222,108,Friday,August,0,314.81
Vegetables,392.73,467,23,Saturday,October,1,353.46
Beverages,367.94,66,14,Thursday,November,0,331.15
Household,257.01,197,54,Friday,December,0,257.01
Snacks,144.06,494,44,Wednesday,August,0,129.65
Beverages,77.71,309,90,Saturday,September,1,81.6
Personal Care,423.11,281,111,Wednesday,December,0,473.88
Vegetables,319.97,103,27,Friday,December,0,319.97
Personal Care,346.44,472,87,Tuesday,December,0,363.76
Beverages,256.91,356,82,Wednesday,December,0,269.76
Bakery,382.78,288,62,Friday,October,0,401.92
Frozen,340.38,458,108,Friday,May,0,357.4
Frozen,406.07,268,14,Monday,July,0,365.46
Beverages,36.0,29,26,Wednesday,March,0,36.0
Personal Care,344.86,75,108,Monday,December,0,386.24
Personal Care,109.96,278,5,Wednesday,August,0,98.96
Bakery,311.89,346,95,Friday,April,0,327.48
Vegetables,200.55,262,101,Sunday,December,1,224.62
Personal Care,349.54,25,119,Thursday,July,0,391.48
Frozen,478.78,500,88,Wednesday,September,0,502.72
Dairy,16.35,129,26,Friday,August,0,16.35
Snacks,456.63,361,91,Saturday,June,1,479.46
Vegetables,371.84,101,100,Saturday,April,1,416.46
Personal Care,229.92,350,10,Tuesday,March,0,206.93
Vegetables,68.48,21,55,Wednesday,September,0,71.9
Personal Care,73.73,300,109,Wednesday,January,0,82.58
Household,238.5,480,20,Monday,March,0,214.65
Household,302.47,397,120,Saturday,October,1,338.77
Personal Care,250.37,294,71,Wednesday,February,0,262.89
Household,267.44,490,24,Friday,February,0,240.7
Vegetables,88.09,279,69,Thursday,February,0,92.49
Household,118.39,110,85,Wednesday,June,0,132.6
Household,153.85,487,97,Friday,September,0,161.54
Fruits,498.35,422,97,Saturday,January,1,523.27
Bakery,337.78,229,31,Saturday,October,1,337.78
Snacks,479.86,350,114,Wednesday,July,0,537.44
Bakery,199.08,277,93,Wednesday,January,0,209.03
Vegetables,412.83,192,66,Sunday,September,1,433.47
Fruits,248.53,152,115,Saturday,April,1,278.35
Household,261.81,486,13,Tuesday,September,0,235.63
Vegetables,13.59,34,27,Saturday,November,1,13.59
Snacks,433.83,218,107,Monday,April,0,485.89
Vegetables,416.09,450,95,Sunday,July,1,436.89
Bakery,375.98,79,4,Thursday,December,0,338.38
Household,28.56,38,7,Tuesday,May,0,25.7
Vegetables,44.52,421,30,Wednesday,July,0,40.07
Frozen,231.05,208,56,Wednesday,January,0,242.6
Frozen,339.92,274,1,Saturday,December,1,305.93
Bakery,380.42,300,6,Saturday,February,1,342.38
Household,464.74,55,38,Sunday,November,1,464.74
Personal Care,307.22,145,98,Thursday,July,0,344.09
Frozen,412.84,16,61,Tuesday,September,0,433.48
Snacks,76.83,201,102,Sunday,September,1,86.05
Personal Care,480.47,74,39,Saturday,December,1,480.47
Household,479.12,6,71,Sunday,September,1,536.61
Beverages,70.39,3,74,Friday,July,0,73.91
Vegetables,278.29,44,40,Tuesday,December,0,278.29
Household,113.75,464,83,Sunday,September,1,119.44
Beverages,88.87,114,79,Sunday,May,1,99.53
Snacks,66.17,344,103,Friday,January,0,74.11
Vegetables,236.02,282,10,Wednesday,November,0,212.42
Bakery,132.84,102,93,Friday,August,0,148.78
Household,185.0,344,84,Tuesday,February,0,194.25
Personal Care,313.56,461,25,Wednesday,August,0,282.2
Fruits,170.89,338,40,Saturday,October,1,170.89
Beverages,287.12,187,104,Wednesday,July,0,321.57
Beverages,12.37,127,101,Tuesday,December,0,13.85
Frozen,145.57,185,18,Saturday,December,1,131.01
Household,440.16,237,58,Wednesday,May,0,462.17
Fruits,280.32,90,83,Friday,February,0,313.96
Personal Care,430.77,72,115,Friday,April,0,482.46
Personal Care,369.44,321,10,Saturday,February,1,332.5
Dairy,426.3,324,4,Sunday,October,1,383.67
Frozen,386.91,109,117,Monday,September,0,433.34
Personal Care,276.3,277,61,Saturday,March,1,290.12
Household,202.32,457,99,Friday,December,0,212.44
Personal Care,75.6,257,66,Monday,July,0,79.38
Household,256.06,340,31,Sunday,October,1,256.06
Beverages,381.03,72,58,Tuesday,March,0,400.08
Beverages,370.6,248,46,Monday,April,0,370.6
Fruits,123.56,136,48,Tuesday,January,0,123.56
Snacks,263.76,406,47,Thursday,August,0,263.76
Fruits,441.96,21,84,Wednesday,February,0,495.0
Vegetables,320.45,141,107,Saturday,May,1,358.9
Vegetables,289.38,193,84,Thursday,June,0,303.85
Bakery,263.16,193,117,Tuesday,September,0,294.74
Frozen,182.92,445,45,Thursday,August,0,182.92
Dairy,255.9,72,57,Tuesday,April,0,268.69
Bakery,262.13,144,28,Tuesday,March,0,262.13
Beverages,187.49,368,105,Monday,November,0,209.99
Snacks,213.16,170,93,Monday,August,0,238.74
Fruits,244.72,303,21,Saturday,July,1,220.25
Dairy,129.4,66,74,Friday,March,0,135.87
Beverages,318.47,21,115,Friday,March,0,356.69
Dairy,91.51,473,24,Friday,July,0,82.36
Dairy,440.47,373,85,Sunday,May,1,462.49
Bakery,116.13,311,61,Sunday,August,1,121.94
Beverages,117.49,211,77,Tuesday,October,0,123.36
Beverages,315.37,262,34,Tuesday,December,0,315.37
Household,461.95,306,76,Monday,April,0,485.05
Frozen,198.88,56,3,Tuesday,September,0,178.99
Vegetables,345.34,424,20,Friday,February,0,310.81
Beverages,243.18,315,77,Monday,September,0,255.34
Vegetables,378.67,48,62,Saturday,March,1,397.6
Vegetables,415.49,460,100,Saturday,November,1,436.26
Frozen,265.8,190,112,Monday,December,0,297.7
Vegetables,220.19,481,103,Thursday,July,0,231.2
